"x" "y" "z"
5.51193961755548 24.5372150582261 1
3.74632468780406 11.2488619773649 1
6.28411644786106 12.831598892808 0
1.39425205642387 17.8419506712817 0
1.60732921375952 14.6036367991474 1
1.9805907670331 21.6902152600233 0
5.90960872610267 14.1814040532336 1
2.43845471196128 18.0630811187439 0
7.5595830345423 10.8950608316809 1
10.26310670104 20.3636691928841 1
4.00000851113335 22.6062511478085 1
4.62768917279684 11.314232670702 1
3.84754716429572 18.5135295684449 0
6.71724214948774 21.2632691289764 1
6.83528568311759 23.8092561066151 1
4.35542122809362 14.7877002565656 0
5.31131941885599 13.4376793948468 0
7.9398647413126 13.5392980126198 0
0.812655679677847 12.7646819478832 1
3.63932980533113 17.100903831888 1
2.53842988879906 12.4374615703709 1
2.33704614650404 17.0689731219318 0
4.30979897669856 21.4795880182646 1
3.39417069691439 14.7059785306919 0
1.42515261240618 20.314278898295 0
3.12984473719206 24.0075177571271 1
2.50660110891367 11.0500996792689 1
1.94806854870678 17.6876610366162 0
3.89906943025915 19.2952015716583 0
1.00191160435327 21.1248540366068 0
12.2625424363298 24.9233423965052 1
6.65826062569794 21.8132328835782 0
1.94777298984947 10.9669589286204 1
4.88801550472969 15.0334798975382 0
2.33261844034117 13.2011974777561 1
10.0891148345447 12.3279885330703 1
3.33427245936301 17.2441764501855 1
2.194204728817 18.5530775703955 0
5.74837955103973 10.481512460392 1
3.36268637910099 22.9227666056249 1
0.905007546117815 16.0935873736162 0
4.90333237635926 19.1037930699531 1
1.95509252202223 19.8406004474964 0
6.05386677821606 12.8456805215683 0
2.17920327591968 22.7215391024947 0
2.88145975468785 12.0810336305294 0
9.79229314621441 12.4709908873774 1
5.61356760745513 22.7959207328968 1
5.22136969876491 24.233127720654 1
2.85938896982878 10.6992049829569 1
1.96415762707367 11.3604199676774 1
10.1748542019545 21.6915064817294 1
7.74143049595914 14.5351980009582 1
7.7054292838341 23.5793102404568 1
9.19688840565673 15.2128018799704 0
6.98572641259376 12.0622301194817 0
5.44427348068166 22.4422492447775 1
5.69129174559202 10.0599946908187 1
2.02486854920954 23.7368876766413 1
6.44405546344222 15.6845576129854 1
1.81860893024529 20.5654268583748 0
2.99508073754118 22.0119048876222 0
